FSCL_YR,MINC,MINE,PADN,DEPT_EN_DESC,ROBJ_CD,ROBJ_EN_NM,PRJCT_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",47,Informatics Services,"Service payments under $100,000 (7 payees)",0,63303
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",87,Interpretation and Translation Services,"Service payments under $100,000 (13 payees)",0,130079
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",87,Interpretation and Translation Services,,130079,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",46,Protection Services,"Service payments under $100,000 (1 payee)",0,840
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",46,Protection Services,,840,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",82,Special Fees and Services,"Service payments under $100,000 (51 payees)",0,29278
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",82,Special Fees and Services,,29278,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",89,Other Services,,138542,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",89,Other Services,"Service payments under $100,000 (28 payees)",0,138542
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",44,Training and Educational Services,,71019,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",86,Temporary Help Services,,18866,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",44,Training and Educational Services,"Service payments under $100,000 (28 payees)",0,71019
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Soci̩t̩ de l'assurance automobile du Qu̩bec Qu̩bec Que,0,100234
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Alcea Technologies Inc Ottawa Ont,0,170349
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Cygnos Corp Ottawa Ont,0,125307
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Dalian Enterprises Incorporated Ottawa Ont,0,263007
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Enterprise Systems and Solutions Group Ottawa Ont,0,123300
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Excel Human Resources Inc Ottawa Ont,0,571125
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,43,Scientific and Research Services,"Service payments under $100,000 (11 payees)",0,225516
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,48,Management Consulting,Aerotek ULC Kanata Ont,0,108946
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,48,Management Consulting,Emerion Inc Ottawa Ont,0,110328
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,48,Management Consulting,Maplesoft Consulting Inc Ottawa Ont,0,128796
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,42,Engineering and Architectural Services,"Service payments under $100,000 (14 payees)",0,53271
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Correctional Services of Canada Ottawa Ont,0,503188
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,41,Legal Services,"Service payments under $100,000 ( 124 payees)",0,835974
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,NavCanada Ottawa Ont,0,155565
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Canada Revenue Agency Ottawa Ont,0,736628
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Nisha Technologies Inc Ottawa Ont,0,918076
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Public Works and Government Services Canada Gatineau Que,0,329751
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Brainhunter Ottawa Inc Ottawa Ont,0,364174
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Burton Group Inc Midvale UT USA,0,104011
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Ajilon Canada Inc Ottawa Ont,0,362417
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,AQR Management Services Inc Ottawa Ont,0,329155
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,BIR Consulting Inc Ottawa Ont,0,382109
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,The D B Companies of Canada Ltd Toronto Ont,0,140137
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Nattiq Ottawa Ont,0,154008
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Sinapse Interventions Strategiques Quebec Que,0,204754
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Randstad Interim Inc Ottawa Ont,0,1176654
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,S I Systems Ottawa Ont,0,2747611
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,41,Legal Services,Office of the Director of Public Prosecutions Ottawa Ont,0,3207193
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,45,Health and Welfare Services,"Service payments under $100,000 (254 payees)",0,163296
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,41,Legal Services,Justice Canada Ottawa Ont,0,14101700
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,45,Health and Welfare Services,Toronto Bail Program Inc Toronto Ont,0,1070393
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Ibiska Telecom Inc Ottawa Ont,0,504067
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Lumina IT Inc Nepean Ont,0,499311
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Adminserv Canada Limited Toronto Ont,0,495392
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Aerotek Ulc Mississauga Ont,0,744411
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,4840451
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,87,Interpretation and Translation Services,"Service payments under $100,000 (1076 payees)",0,1540829
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Horton Trading Ltd Vancouver BC,0,117555
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Emerion Inc Ottawa Ont,0,8401195
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,Gartner Canada Co Ottawa Ont,0,463031
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,DWP Solutions Inc Ottawa Ont,0,452610
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,William J Barker Clinical Calgary Alta,0,921052
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Statistics Canada Ottawa Ont,0,316500
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Public Works and Government Services Canada Gatineau Que,0,581061
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,The Access Information Agency Inc Ottawa Ont,0,412532
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,,21077844,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,42,Engineering and Architectural Services,,191053,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,IBM Canada Ltd Toronto Ont,0,2853668
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,87,Interpretation and Translation Services,,6381280,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,41,Legal Services,,18144867,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,45,Health and Welfare Services,,32860666,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,47,Informatics Services,,105830208,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,45,Health and Welfare Services,G4S Security Solutions Toronto Ont,0,6147602
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,45,Health and Welfare Services,Minister of Finance Winnipeg Man,0,543225
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,48,Management Consulting,,1827939,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,46,Protection Services,,12051474,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,43,Scientific and Research Services,,225516,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,82,Special Fees and Services,,295743,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,86,Temporary Help Services,,637591,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,44,Training and Educational Services,,4877844,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,,6592634,0
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,42,Engineering and Architectural Services,Federal Bridge Corporation Ltd Ottawa Ont,0,137782
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,P and R Services Gatineau Que,0,165861
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Randstad Interim Inc Ottawa Ont,0,371001
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Treasury Board Secretariat Ottawa Ont,0,211500
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,Veteran Affairs Charlottetown PEI,0,132137
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,89,Other Services,"Service payments under $100,000 (1217 payees)",0,1982527
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Browns Fine Food Services Kingston Ont,0,849790
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Canada Revenue Agency Ottawa Ont,0,854808
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,NavCanada Ottawa Ont,0,338723
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Public Works and Government Services Canada Gatineau Que,0,12396025
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Serco Facilities Management Inc Ottawa Ont,0,769673
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Kuehne and Nagel Ltd Montr̩al Que,0,132207
2012/2013,21,Public Safety and Emergency Preparedness,85,Canada Border Services Agency,40,Business Services,Nanaimo Shipyards Ltd Nanaimo BC,0,105859
